OrderID,CustomerID,CustomerName,Gender,Age,Email,Phone,Product,Brand,Category,Quantity,UnitPrice,Discount%,GST%,SalesAmount,CostPrice,Profit,OrderDate,City,State
ORD100025,CUST5025,Kala Thaker,Male,49,niharika31@example.net,9426341177,iPhone 15,Apple,Electronics,5,79999,10,18,359995.5,311996.1,47999.4,2023-05-18,Bokaro,Assam
ORD100026,CUST5026,Charita Thaker,Male,55,ghoshikshita@example.net,9383789304,HP Pavilion,HP,Laptop,5,65999,15,18,280495.75,257396.1,23099.65,2025-03-18,Visakhapatnam,Gujarat
ORD100027,CUST5027,Darika Gill,Male,36,nachiketsankar@example.net,9283700882,HP Pavilion,HP,Laptop,5,65999,0,18,329995.0,257396.1,72598.9,2023-03-13,Katni,Haryana
ORD100028,CUST5028,Logan Parekh,Male,21,boralipika@example.org,9575696090,iPhone 15,Apple,Electronics,5,79999,5,18,379995.25,311996.1,67999.15,2025-05-20,Udupi,Manipur
ORD100029,CUST5029,Wahab Seth,Female,45,yashodharasani@example.org,9422414336,HP Pavilion,HP,Laptop,1,65999,10,18,59399.1,51479.22,7919.88,2024-01-13,Jammu,Tripura
ORD100030,CUST5030,Logan Dixit,Female,57,chakradhar56@example.org,9527138542,HP Pavilion,HP,Laptop,4,65999,15,18,224396.6,205916.88,18479.72,2024-07-28,Malda,Meghalaya
ORD100031,CUST5031,Wazir Parikh,Female,34,kibemax@example.org,9629197640,iPhone 15,Apple,Electronics,2,79999,10,18,143998.2,124798.44,19199.76,2024-09-08,Bhilai,Odisha
ORD100032,CUST5032,Rachit Sandhu,Male,47,leena25@example.com,9181978477,HP Pavilion,HP,Laptop,5,65999,5,18,313495.25,257396.1,56099.15,2023-05-09,Bulandshahr,Meghalaya
ORD100033,CUST5033,Brinda Salvi,Male,24,kapoorbaghyawati@example.com,9814198522,iPhone 15,Apple,Electronics,2,79999,5,18,151998.1,124798.44,27199.66,2023-04-02,Karimnagar,Mizoram
ORD100034,CUST5034,Anya Nagy,Female,54,fbuch@example.com,9446171486,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2023-02-01,Kottayam,Mizoram
ORD100035,CUST5035,Omaja Oommen,Male,22,raaginighose@example.com,9675440978,Galaxy S24,Samsung,Electronics,1,74999,0,18,74999.0,58499.22,16499.78,2024-10-12,Nagpur,West Bengal
ORD100036,CUST5036,Ojasvi Deol,Female,30,mjani@example.com,9574385430,Dell Inspiron,Dell,Laptop,4,58999,0,18,235996.0,184076.88,51919.12,2023-05-04,Guntur,Goa
ORD100037,CUST5037,Anya Zachariah,Male,43,diya84@example.net,9268522032,Galaxy S24,Samsung,Electronics,5,74999,0,18,374995.0,292496.1,82498.9,2024-06-23,Allahabad,Gujarat
ORD100038,CUST5038,Theodore Sura,Female,44,rachana62@example.net,9847333357,Galaxy S24,Samsung,Electronics,4,74999,15,18,254996.6,233996.88,20999.72,2025-03-08,Adoni,Meghalaya
ORD100039,CUST5039,Yashodhara Choudhry,Male,42,pandyaimaran@example.com,9363118891,iPhone 15,Apple,Electronics,2,79999,0,18,159998.0,124798.44,35199.56,2024-11-02,Kanpur,Tamil Nadu
ORD100040,CUST5040,Tanmayi Chaudry,Female,54,kchawla@example.com,9961583549,HP Pavilion,HP,Laptop,5,65999,15,18,280495.75,257396.1,23099.65,2023-01-18,Kharagpur,Maharashtra
ORD100041,CUST5041,Oni Kata,Female,55,mukherjeejanya@example.org,9385704549,iPhone 15,Apple,Electronics,4,79999,15,18,271996.6,249596.88,22399.72,2023-02-03,Nagaon,Bihar
ORD100042,CUST5042,Hiral Dara,Female,49,mtak@example.org,9802898626,iPhone 15,Apple,Electronics,3,79999,10,18,215997.3,187197.66,28799.64,2023-03-17,Lucknow,Punjab
ORD100043,CUST5043,Chavvi Dayal,Male,19,chavvisrinivas@example.org,9229261388,Galaxy S24,Samsung,Electronics,2,74999,5,18,142498.1,116998.44,25499.66,2023-07-25,Rourkela,West Bengal
ORD100044,CUST5044,Darpan Chandra,Female,56,atharv02@example.com,9635083166,HP Pavilion,HP,Laptop,3,65999,0,18,197997.0,154437.66,43559.34,2024-05-12,Kochi,Meghalaya
ORD100045,CUST5045,Ladli Kothari,Male,27,ojas76@example.com,9243289477,Dell Inspiron,Dell,Laptop,5,58999,15,18,250745.75,230096.1,20649.65,2023-12-24,Karimnagar,Tripura
ORD100046,CUST5046,Nitara Grewal,Male,27,idikakrishnamurthy@example.com,9459313935,Dell Inspiron,Dell,Laptop,3,58999,10,18,159297.3,138057.66,21239.64,2023-02-04,Pondicherry,Himachal Pradesh
ORD100047,CUST5047,Yatin Gour,Male,53,vasapraneel@example.net,9970236234,Galaxy S24,Samsung,Electronics,5,74999,15,18,318745.75,292496.1,26249.65,2025-05-18,Madanapalle,Mizoram
ORD100048,CUST5048,Kavya Mukherjee,Female,38,katasuhani@example.com,9142063661,iPhone 15,Apple,Electronics,5,79999,0,18,399995.0,311996.1,87998.9,2024-08-26,Rohtak,Madhya Pradesh
ORD100049,CUST5049,Rajeshri Sarin,Male,41,girindra96@example.org,9357367644,iPhone 15,Apple,Electronics,3,79999,0,18,239997.0,187197.66,52799.34,2025-02-19,Panihati,Maharashtra
ORD100050,CUST5050,Upadhriti Chhabra,Male,37,devansh58@example.net,9901547823,Galaxy S24,Samsung,Electronics,2,74999,10,18,134998.2,116998.44,17999.76,2023-03-16,Bettiah,Mizoram
ORD100051,CUST5051,Ubika Mishra,Female,39,anita29@example.org,9869936181,HP Pavilion,HP,Laptop,4,65999,15,18,224396.6,205916.88,18479.72,2023-08-29,Faridabad,Rajasthan
ORD100052,CUST5052,Adya Edwin,Male,38,balijagdish@example.net,9115596515,Galaxy S24,Samsung,Electronics,4,74999,15,18,254996.6,233996.88,20999.72,2023-03-20,Kolkata,Chhattisgarh
ORD100053,CUST5053,Henry Mitter,Male,36,jkara@example.org,9925810049,Galaxy S24,Samsung,Electronics,3,74999,0,18,224997.0,175497.66,49499.34,2024-10-30,Medininagar,Manipur
ORD100054,CUST5054,Eta Pillay,Female,40,pshan@example.net,9947863438,Dell Inspiron,Dell,Laptop,1,58999,10,18,53099.1,46019.22,7079.88,2023-07-12,Firozabad,Andhra Pradesh
ORD100055,CUST5055,Tara Patel,Male,20,xbedi@example.com,9739638395,HP Pavilion,HP,Laptop,1,65999,5,18,62699.05,51479.22,11219.83,2023-02-25,Nagercoil,Karnataka
ORD100056,CUST5056,Kashvi Naidu,Female,19,vrittiparmar@example.net,9272200071,iPhone 15,Apple,Electronics,3,79999,5,18,227997.15,187197.66,40799.49,2023-04-27,Khora ,Meghalaya
ORD100057,CUST5057,Vihaan Yadav,Male,52,qsandal@example.org,9998719734,HP Pavilion,HP,Laptop,2,65999,15,18,112198.3,102958.44,9239.86,2023-01-19,Ambattur,Tamil Nadu
ORD100058,CUST5058,Isha Sahni,Female,29,alexander76@example.org,9473545887,Dell Inspiron,Dell,Laptop,5,58999,15,18,250745.75,230096.1,20649.65,2025-05-04,Thoothukudi,Sikkim
ORD100059,CUST5059,Laban Pingle,Female,48,triveni43@example.net,9720585262,HP Pavilion,HP,Laptop,4,65999,0,18,263996.0,205916.88,58079.12,2023-12-29,Sonipat,Tamil Nadu
ORD100060,CUST5060,Krish Cheema,Female,53,manthanpradhan@example.org,9782875483,Dell Inspiron,Dell,Laptop,3,58999,0,18,176997.0,138057.66,38939.34,2024-11-07,Kumbakonam,Punjab
ORD100061,CUST5061,Anirudh Natt,Male,35,triya85@example.org,9856067998,iPhone 15,Apple,Electronics,4,79999,10,18,287996.4,249596.88,38399.52,2025-01-02,Guntur,Bihar
ORD100062,CUST5062,Ati Mangal,Female,31,aarnalata@example.com,9505555058,Galaxy S24,Samsung,Electronics,2,74999,0,18,149998.0,116998.44,32999.56,2024-02-23,Chapra,Himachal Pradesh
ORD100063,CUST5063,Zayyan Naidu,Male,48,pranit20@example.net,9216015186,Dell Inspiron,Dell,Laptop,2,58999,0,18,117998.0,92038.44,25959.56,2023-05-07,Chapra,West Bengal
ORD100064,CUST5064,Chanakya Deshmukh,Female,49,murtykritika@example.com,9143315166,Galaxy S24,Samsung,Electronics,3,74999,0,18,224997.0,175497.66,49499.34,2024-05-23,Hazaribagh,Rajasthan
ORD100065,CUST5065,Oscar Bedi,Female,31,baraljanya@example.net,9760208413,Dell Inspiron,Dell,Laptop,4,58999,15,18,200596.6,184076.88,16519.72,2023-09-01,Jhansi,Madhya Pradesh
ORD100066,CUST5066,Onveer Choudhary,Male,41,ynath@example.net,9269875040,Galaxy S24,Samsung,Electronics,2,74999,10,18,134998.2,116998.44,17999.76,2023-03-17,Howrah,Tripura
ORD100067,CUST5067,Edhitha Luthra,Female,40,hredhaan47@example.com,9654413109,HP Pavilion,HP,Laptop,5,65999,10,18,296995.5,257396.1,39599.4,2024-12-01,Parbhani,Mizoram
ORD100068,CUST5068,Vincent Sur,Female,39,narulalogan@example.net,9146938133,iPhone 15,Apple,Electronics,2,79999,15,18,135998.3,124798.44,11199.86,2024-02-02,Bhagalpur,Arunachal Pradesh
ORD100069,CUST5069,Charles Chadha,Male,49,tara24@example.org,9895928377,Dell Inspiron,Dell,Laptop,1,58999,0,18,58999.0,46019.22,12979.78,2025-03-03,Bhimavaram,Tripura
ORD100070,CUST5070,Charita Magar,Male,18,sathvik64@example.com,9838672214,HP Pavilion,HP,Laptop,2,65999,0,18,131998.0,102958.44,29039.56,2024-09-13,Shimoga,Tripura
ORD100071,CUST5071,Veda Sant,Female,23,anthonyprabhu@example.com,9958592915,HP Pavilion,HP,Laptop,4,65999,10,18,237596.4,205916.88,31679.52,2025-02-04,Malda,Manipur
ORD100072,CUST5072,Anya Banik,Female,30,lsule@example.net,9791310080,Dell Inspiron,Dell,Laptop,3,58999,0,18,176997.0,138057.66,38939.34,2023-01-23,Chapra,Andhra Pradesh
ORD100073,CUST5073,Darpan Kaul,Female,54,amanne@example.net,9964494366,Galaxy S24,Samsung,Electronics,4,74999,10,18,269996.4,233996.88,35999.52,2023-11-21,Aizawl,Mizoram
ORD100074,CUST5074,Viraj Lall,Male,40,bachittarkothari@example.org,9154903627,HP Pavilion,HP,Laptop,1,65999,0,18,65999.0,51479.22,14519.78,2023-02-15,Dharmavaram,West Bengal
ORD100075,CUST5075,Victor Barman,Male,54,abeernigam@example.com,9734671801,Galaxy S24,Samsung,Electronics,1,74999,15,18,63749.15,58499.22,5249.93,2023-10-16,Bongaigaon,Mizoram
ORD100076,CUST5076,Tarak Parmar,Female,43,gsehgal@example.net,9681394688,HP Pavilion,HP,Laptop,5,65999,15,18,280495.75,257396.1,23099.65,2024-12-11,Chennai,Uttarakhand
ORD100077,CUST5077,Urmi Walia,Male,49,bhattiarin@example.com,9902051688,HP Pavilion,HP,Laptop,3,65999,0,18,197997.0,154437.66,43559.34,2024-07-22,Dewas,Karnataka
ORD100078,CUST5078,Yachana Ramaswamy,Female,60,yamini91@example.org,9302724297,Galaxy S24,Samsung,Electronics,2,74999,10,18,134998.2,116998.44,17999.76,2023-04-02,Delhi,Goa
ORD100079,CUST5079,Avi Natarajan,Female,27,ladmanan@example.org,9864932982,HP Pavilion,HP,Laptop,5,65999,5,18,313495.25,257396.1,56099.15,2023-03-03,Nagpur,Sikkim
ORD100080,CUST5080,Anya Radhakrishnan,Male,28,balananirudh@example.net,9830387280,iPhone 15,Apple,Electronics,4,79999,10,18,287996.4,249596.88,38399.52,2025-01-30,Bhimavaram,Uttarakhand
ORD100081,CUST5081,Rushil Patla,Male,45,david96@example.org,9458538727,HP Pavilion,HP,Laptop,3,65999,5,18,188097.15,154437.66,33659.49,2024-05-04,Srikakulam,Sikkim
ORD100082,CUST5082,Ishanvi Pai,Female,19,munifiyaz@example.com,9481211033,Dell Inspiron,Dell,Laptop,1,58999,10,18,53099.1,46019.22,7079.88,2024-12-13,Patna,Chhattisgarh
ORD100083,CUST5083,Yasti Nadig,Female,22,pallatarak@example.net,9831928333,iPhone 15,Apple,Electronics,1,79999,10,18,71999.1,62399.22,9599.88,2025-06-01,Warangal,Andhra Pradesh
ORD100084,CUST5084,Ansh Handa,Male,60,doctorsaanvi@example.com,9945792448,Dell Inspiron,Dell,Laptop,3,58999,5,18,168147.15,138057.66,30089.49,2023-04-27,Jaunpur,Odisha
ORD100085,CUST5085,Yashodhara Bail,Male,53,pranit30@example.com,9708558537,Galaxy S24,Samsung,Electronics,1,74999,10,18,67499.1,58499.22,8999.88,2025-05-21,Akola,Andhra Pradesh
ORD100086,CUST5086,Pushti Setty,Male,40,kamala66@example.net,9809921701,Dell Inspiron,Dell,Laptop,3,58999,15,18,150447.45,138057.66,12389.79,2025-02-10,Ludhiana,Tamil Nadu
ORD100087,CUST5087,Manthan Barad,Female,55,fiyaz29@example.net,9106312171,HP Pavilion,HP,Laptop,3,65999,0,18,197997.0,154437.66,43559.34,2023-08-09,Hajipur,Karnataka
ORD100088,CUST5088,Yuvraj Sehgal,Male,34,hardik27@example.net,9112278266,Galaxy S24,Samsung,Electronics,1,74999,15,18,63749.15,58499.22,5249.93,2025-04-26,Mango,Haryana
ORD100089,CUST5089,Simon Parmar,Female,25,rkumar@example.com,9332430951,iPhone 15,Apple,Electronics,3,79999,5,18,227997.15,187197.66,40799.49,2024-01-17,Amravati,Odisha
ORD100090,CUST5090,Janaki Bajwa,Male,32,bbedi@example.com,9926055056,Dell Inspiron,Dell,Laptop,5,58999,15,18,250745.75,230096.1,20649.65,2023-04-02,Sri Ganganagar,Haryana
ORD100091,CUST5091,Daksha Ben,Male,18,mitali27@example.org,9946096582,Dell Inspiron,Dell,Laptop,2,58999,15,18,100298.3,92038.44,8259.86,2025-05-16,Gurgaon,Sikkim
ORD100092,CUST5092,Xavier Peri,Female,33,kpathak@example.org,9113404150,iPhone 15,Apple,Electronics,2,79999,15,18,135998.3,124798.44,11199.86,2024-02-18,Vasai-Virar,Goa
ORD100093,CUST5093,Vyanjana D’Alia,Female,43,varughesekrishna@example.net,9627894247,HP Pavilion,HP,Laptop,4,65999,5,18,250796.2,205916.88,44879.32,2025-01-18,Kolhapur,Odisha
ORD100094,CUST5094,Madhav Aurora,Female,59,dharmitali@example.net,9594213873,Dell Inspiron,Dell,Laptop,3,58999,10,18,159297.3,138057.66,21239.64,2023-04-24,Ulhasnagar,Himachal Pradesh
ORD100095,CUST5095,Yatan Chand,Female,41,pallavilad@example.com,9342858726,HP Pavilion,HP,Laptop,3,65999,5,18,188097.15,154437.66,33659.49,2023-09-10,Pondicherry,Sikkim
ORD100096,CUST5096,Abdul Sethi,Female,34,nitesh83@example.com,9537709088,Galaxy S24,Samsung,Electronics,3,74999,0,18,224997.0,175497.66,49499.34,2023-06-10,Tirunelveli,Odisha
ORD100097,CUST5097,Neel Ahluwalia,Male,27,ekaraj44@example.com,9882168773,HP Pavilion,HP,Laptop,4,65999,5,18,250796.2,205916.88,44879.32,2024-01-19,Morbi,Karnataka
ORD100098,CUST5098,Jeet Gola,Male,19,fsarma@example.org,9209982633,iPhone 15,Apple,Electronics,5,79999,5,18,379995.25,311996.1,67999.15,2024-02-07,Thrissur,Maharashtra
ORD100099,CUST5099,Qasim Mukherjee,Male,49,faras45@example.com,9775071253,Galaxy S24,Samsung,Electronics,2,74999,10,18,134998.2,116998.44,17999.76,2023-10-31,Sonipat,Arunachal Pradesh
ORD100100,CUST5100,Tripti Chandran,Female,51,eta41@example.com,9409672394,HP Pavilion,HP,Laptop,3,65999,15,18,168297.45,154437.66,13859.79,2025-01-15,Morena,Telangana
ORD100101,CUST5101,Ishani Ramachandran,Male,50,joshua32@example.net,9702726277,iPhone 15,Apple,Electronics,3,79999,0,18,239997.0,187197.66,52799.34,2023-04-02,Khammam,Manipur
ORD100102,CUST5102,Yamini Nanda,Female,47,jacobchauhan@example.com,9561176378,Galaxy S24,Samsung,Electronics,5,74999,15,18,318745.75,292496.1,26249.65,2024-07-17,Amritsar,Andhra Pradesh
ORD100103,CUST5103,Wahab Agrawal,Female,40,pranavrajagopal@example.com,9213586419,Galaxy S24,Samsung,Electronics,1,74999,0,18,74999.0,58499.22,16499.78,2023-05-26,Amritsar,Madhya Pradesh
ORD100104,CUST5104,Naksh Buch,Male,32,tdeol@example.org,9338639084,iPhone 15,Apple,Electronics,5,79999,15,18,339995.75,311996.1,27999.65,2023-08-07,Saharsa,Uttar Pradesh
ORD100105,CUST5105,Alexander Khosla,Female,20,dugarupma@example.com,9303927510,Galaxy S24,Samsung,Electronics,3,74999,10,18,202497.3,175497.66,26999.64,2025-03-03,Bhopal,Kerala
ORD100106,CUST5106,Neha Lall,Female,56,doctoragastya@example.com,9349348562,HP Pavilion,HP,Laptop,5,65999,0,18,329995.0,257396.1,72598.9,2024-12-22,Akola,Arunachal Pradesh
ORD100107,CUST5107,Krishna Puri,Male,47,chanamitesh@example.net,9348710949,iPhone 15,Apple,Electronics,5,79999,10,18,359995.5,311996.1,47999.4,2023-09-08,Tadepalligudem,Assam
ORD100108,CUST5108,Nimrat Goda,Female,56,sastryatharv@example.org,9230002347,iPhone 15,Apple,Electronics,4,79999,5,18,303996.2,249596.88,54399.32,2024-02-05,Bidar,Mizoram
ORD100109,CUST5109,Ubika Parmar,Male,26,rlad@example.com,9181639950,HP Pavilion,HP,Laptop,1,65999,10,18,59399.1,51479.22,7919.88,2024-05-29,Chapra,Nagaland
ORD100110,CUST5110,Raagini Srinivas,Male,46,lopasaraf@example.org,9186196108,Galaxy S24,Samsung,Electronics,1,74999,0,18,74999.0,58499.22,16499.78,2024-08-03,Tenali,Uttar Pradesh
ORD100111,CUST5111,Faraj Merchant,Male,54,dattawarhi@example.com,9919009372,HP Pavilion,HP,Laptop,4,65999,5,18,250796.2,205916.88,44879.32,2024-09-14,Morena,Sikkim
ORD100112,CUST5112,Hredhaan Chaudry,Male,23,dinamara@example.com,9382116959,iPhone 15,Apple,Electronics,3,79999,5,18,227997.15,187197.66,40799.49,2023-07-01,Bulandshahr,Uttar Pradesh
ORD100113,CUST5113,Wakeeta Varty,Male,29,shahmohammed@example.net,9290951018,iPhone 15,Apple,Electronics,1,79999,10,18,71999.1,62399.22,9599.88,2023-11-26,Madurai,Assam
ORD100114,CUST5114,Mohini Mand,Female,42,megha24@example.com,9755446668,HP Pavilion,HP,Laptop,1,65999,5,18,62699.05,51479.22,11219.83,2024-09-15,Ludhiana,Goa
ORD100115,CUST5115,Prisha Lala,Male,23,hsrivastava@example.com,9566519451,iPhone 15,Apple,Electronics,1,79999,10,18,71999.1,62399.22,9599.88,2023-07-25,Surendranagar Dudhrej,Kerala
ORD100116,CUST5116,Andrew Bir,Female,25,nigambrijesh@example.com,9401172470,iPhone 15,Apple,Electronics,2,79999,15,18,135998.3,124798.44,11199.86,2023-06-01,Begusarai,Tripura
ORD100117,CUST5117,Tristan Sanghvi,Female,37,gaurav18@example.com,9641766094,HP Pavilion,HP,Laptop,3,65999,15,18,168297.45,154437.66,13859.79,2024-02-18,North Dumdum,Tamil Nadu
ORD100118,CUST5118,Laban Acharya,Female,45,vidhi29@example.com,9765868699,iPhone 15,Apple,Electronics,1,79999,10,18,71999.1,62399.22,9599.88,2024-02-08,Buxar,Manipur
ORD100119,CUST5119,Dalbir Rege,Male,35,zansi61@example.net,9521990427,HP Pavilion,HP,Laptop,4,65999,0,18,263996.0,205916.88,58079.12,2023-10-03,Sagar,Odisha
ORD100120,CUST5120,Ria Vala,Male,29,edass@example.net,9202566254,Galaxy S24,Samsung,Electronics,5,74999,0,18,374995.0,292496.1,82498.9,2023-09-03,Patiala,Telangana
ORD100121,CUST5121,Veer Ray,Male,19,vasanaveen@example.net,9169443242,iPhone 15,Apple,Electronics,3,79999,0,18,239997.0,187197.66,52799.34,2023-05-01,Latur,Odisha
ORD100122,CUST5122,Warjas Memon,Male,56,bhatekiya@example.org,9618072912,HP Pavilion,HP,Laptop,3,65999,15,18,168297.45,154437.66,13859.79,2024-09-09,Chittoor,Tamil Nadu
ORD100123,CUST5123,Pallavi Sekhon,Female,58,matthewanand@example.com,9861141072,iPhone 15,Apple,Electronics,4,79999,10,18,287996.4,249596.88,38399.52,2024-01-21,Ahmednagar,Gujarat
ORD100124,CUST5124,Rachita Sheth,Male,38,qsetty@example.com,9123830516,iPhone 15,Apple,Electronics,4,79999,15,18,271996.6,249596.88,22399.72,2024-06-02,Ahmednagar,Karnataka
ORD100125,CUST5125,Harshil Dada,Male,35,kdin@example.com,9915148272,Dell Inspiron,Dell,Laptop,4,58999,5,18,224196.2,184076.88,40119.32,2023-10-11,Karaikudi,Gujarat
ORD100126,CUST5126,Chakradev Bhatnagar,Male,22,harinakshi40@example.org,9972804523,Dell Inspiron,Dell,Laptop,2,58999,10,18,106198.2,92038.44,14159.76,2025-02-11,Baranagar,Chhattisgarh
ORD100127,CUST5127,Pushti Sen,Female,31,tanveer79@example.net,9470400017,HP Pavilion,HP,Laptop,2,65999,10,18,118798.2,102958.44,15839.76,2025-06-02,Indore,Uttarakhand
ORD100128,CUST5128,Azaan Bedi,Female,48,chaitaly55@example.com,9814533555,iPhone 15,Apple,Electronics,2,79999,10,18,143998.2,124798.44,19199.76,2024-08-30,Kishanganj,Uttar Pradesh
ORD100129,CUST5129,Veda Narayanan,Female,60,ekani18@example.com,9806895035,Galaxy S24,Samsung,Electronics,4,74999,0,18,299996.0,233996.88,65999.12,2024-08-03,Srinagar,Jharkhand
ORD100130,CUST5130,Vinaya Kurian,Male,52,maanav43@example.net,9250886298,Galaxy S24,Samsung,Electronics,5,74999,15,18,318745.75,292496.1,26249.65,2023-07-06,Ambarnath,Karnataka
ORD100131,CUST5131,Jonathan Ben,Male,29,gautam28@example.com,9445159733,Galaxy S24,Samsung,Electronics,1,74999,10,18,67499.1,58499.22,8999.88,2023-10-16,Danapur,Arunachal Pradesh
ORD100132,CUST5132,Riya Brar,Male,34,charitamore@example.com,9107824309,Galaxy S24,Samsung,Electronics,3,74999,10,18,202497.3,175497.66,26999.64,2025-02-03,Anantapur,Haryana
ORD100133,CUST5133,Noah Ghose,Female,43,siyapatel@example.net,9289031444,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2023-11-24,Sambalpur,Tamil Nadu
ORD100134,CUST5134,Unnati Sha,Female,36,gswaminathan@example.com,9788209979,Dell Inspiron,Dell,Laptop,4,58999,10,18,212396.4,184076.88,28319.52,2025-03-15,Saharsa,Andhra Pradesh
ORD100135,CUST5135,Dominic Joshi,Female,42,borahmahika@example.org,9312631946,Galaxy S24,Samsung,Electronics,4,74999,15,18,254996.6,233996.88,20999.72,2024-08-27,Mira-Bhayandar,Himachal Pradesh
